OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
150	Eukaryota	Haptophyta	Prymnesiophyceae	Isochrysidales	Isochrysidaceae	Isochrysis	Isochrysis_galbana
209	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_A	Rimostrombidium_A	Rimostrombidium_A_sp.
244	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_X	Mataza-lineage_X_sp.
224	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
241	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ebriida	TAGIRI1-lineage	TAGIRI1-lineage_X	TAGIRI1-lineage_X_sp.
180	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	
231	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
230	Eukaryota	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	
252	Eukaryota	Ciliophora	Oligohymenophorea	Scuticociliatia_1	Philasterida	Anophryoides	Anophryoides_haemophila
196	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
173	Eukaryota	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Bracteacoccus	Bracteacoccus_sp.
90	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_decipiens
187	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
175	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
190	Eukaryota	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Brachypodium	Brachypodium_distachyon
204	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
239	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas_aestivalis
246	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.
263	Eukaryota	Stramenopiles_X	Labyrinthulea	Thraustochytriales	Thraustochytriaceae	Thraustochytriaceae_X	Thraustochytriaceae_X_sp.
160	Eukaryota	Ciliophora	Phyllopharyngea	Cyrtophoria_8	Dysteriidae	Dysteriidae_X	Dysteriidae_X_sp.
205	Eukaryota	Chlorophyta	Trebouxiophyceae	Microthamniales	Microthamniales_X	Trebouxia	Trebouxia_sp.
261	Eukaryota	Lobosa	Tubulinea	Echinamoebida	Vermamoebidae	Hartmannella	Hartmannella_vermiformis
151	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.
236	Eukaryota	Ciliophora	Phyllopharyngea	Suctoria	Ephelotidae	Ephelota	
255	Eukaryota	Cercozoa	Cercozoa_X	Cercozoa_XX	Cercozoa_XXX	Cercozoa_XXXX	Cercozoa_XXXX_sp.
223	Eukaryota	Chlorophyta	Ulvophyceae	Ulvales-relatives	Ulvales-relatives_X	Blidingia	Blidingia_dawsonii
265	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Novel-Clade-4	Novel-Clade-4_X	Novel-Clade-4_X_sp.
257	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
228	Eukaryota	Lobosa	Lobosa_X	Stygamoebida	Vermistella-lineage	Vermistella	
284	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_X_unclassified	Chrysophyceae_X_unclassified	
267	Eukaryota	Stramenopiles_X	MAST	MAST-3	MAST-3L	MAST-3L_X	MAST-3L_X_sp.
254	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Nitzschia	Nitzschia_sp.
195	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_polaris
283	Eukaryota	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
260	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
217	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-15	Dino-Group-II-Clade-15_X	Dino-Group-II-Clade-15_X_sp.
276	Eukaryota	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Cryptomonadales	Falcomonas	Falcomonas_daucoides
278	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_X	Mataza-lineage_X_sp.
275	Eukaryota	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Goniomonadales	Goniomonadales_X	Goniomonadales_X_sp.
249	Eukaryota	Lobosa	Lobosa_X	Stygamoebida	Vermistella-lineage	Vermistella	
137	Eukaryota	Lobosa	Lobosa_X	Stygamoebida	Vermistella-lineage	Vermistella	Vermistella_antarctica
245	Eukaryota	Lobosa	Lobosa_X	Stygamoebida	Vermistella-lineage	Vermistella	
273	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
250	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	
256	Eukaryota	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
198	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas_aestivalis
115	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
247	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	
233	Eukaryota	Ciliophora	Spirotrichea	Euplotia	Aspidiscidae	Aspidisca	Aspidisca_sp.
248	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-7	Dino-Group-I-Clade-7_X	Dino-Group-I-Clade-7_X_sp.
290	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadida_unclassified	Thaumatomonadida_unclassified	
270	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	
295	Eukaryota	Cercozoa	Filosa-Imbricatea	Marimonadida	Marimonadida_X	Marimonadida_X_unclassified	
279	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
313	Eukaryota	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	
253	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
297	Eukaryota	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Apusomonadidae_Group-1_XX	Amastigomonas	Amastigomonas_mutabilis
238	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	
259	Eukaryota	Lobosa	Lobosa_X	Stygamoebida	Vermistella-lineage	Vermistella	
296	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Chytriodiniaceae	Chytriodinium	Chytriodinium_roseum
288	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
268	Eukaryota	Ciliophora	Spirotrichea	Tintinnida	TIN_05	Tintinnopsis_05	Tintinnopsis_tubulosoides
264	Eukaryota	Stramenopiles_X	Oomycota	Oomycota_X	Oomycota_XX	Oomycota_XXX	Oomycota_XXX_sp.
206	Eukaryota	Stramenopiles_X	Labyrinthulea	Labyrinthulales	Labyrinthulaceae	Labyrinthulaceae_X	Labyrinthulaceae_X_sp.
232	Eukaryota	Stramenopiles_X	MAST	MAST-9	MAST-9D	MAST-9D_X	MAST-9D_X_sp.
271	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_B	Strobilidiidae_B_X	Strobilidiidae_B_X_sp.
300	Eukaryota	Cercozoa	Filosa-Imbricatea	Euglyphida	Euglyphida_unclassified	Euglyphida_unclassified	
274	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
305	Eukaryota	Stramenopiles_X	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	
298	Eukaryota	Ochrophyta	Raphidophyceae	Raphidophyceae_X	Raphidophyceae_XX	Fibrocapsa	Fibrocapsa_japonica
291	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_M	Strombidiidae_M_X	Strombidiidae_M_X_sp.
287	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
306	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
292	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
136	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
309	Eukaryota	Ciliophora	Spirotrichea	Spirotrichea_unclassified	Spirotrichea_unclassified	Spirotrichea_unclassified	
308	Eukaryota	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
240	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
222	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B	Dolichomastigaceae-B_sp.
311	Eukaryota	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_unclassified	Filosa-Imbricatea_unclassified	Filosa-Imbricatea_unclassified	
314	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Novel-Clade-4	Novel-Clade-4_X	Novel-Clade-4_X_sp.
106	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
301	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
266	Eukaryota	Streptophyta	Klebsormidiophyceae	Klebsormidiophyceae_X	Klebsormidiophyceae_XX	Klebsormidium	Klebsormidium_nitens
303	Eukaryota	Ciliophora	Phyllopharyngea	Cyrtophoria_7	Hartmannulidae	Hartmannulidae_X	Hartmannulidae_X_sp.
293	Eukaryota	Ochrophyta	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Vischeria	Vischeria_helvetica
321	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ebriida	TAGIRI1-lineage	TAGIRI1-lineage_X	TAGIRI1-lineage_X_sp.
191	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas	Paraphysomonas_butcheri
286	Eukaryota	Dinoflagellata	Dinophyceae	Suessiales	Suessiales_unclassified	Suessiales_unclassified	
269	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
335	Eukaryota	Stramenopiles_X	Labyrinthulea	Labyrinthulales	Labyrinthulaceae	Oblongichytrium	Oblongichytrium_sp.
320	Eukaryota	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Bracteacoccus	Bracteacoccus_KF-2012h
333	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas	Paraphysomonas_butcheri
149	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
312	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
329	Eukaryota	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_unclassified	Filosa-Imbricatea_unclassified	Filosa-Imbricatea_unclassified	
302	Eukaryota	Metazoa	Ctenophora	Ctenophora_X	Ctenophora_XX	Ctenophora_XXX	Ctenophora_XXX_sp.
339	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Filosa-Thecofilosea_XX	Filosa-Thecofilosea_XXX	Filosa-Thecofilosea_XXX_sp.
319	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Thaumatomastix	
317	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
237	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
354	Eukaryota	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_unclassified	Filosa-Imbricatea_unclassified	Filosa-Imbricatea_unclassified	
332	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
331	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas	Paraphysomonas_butcheri
316	Eukaryota	Haptophyta	Prymnesiophyceae	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania_huxleyi
289	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula_sp.
334	Eukaryota	Stramenopiles_X	MAST	MAST-3	MAST-3F	MAST-3F_X	MAST-3F_X_sp.
363	Eukaryota	Cercozoa	Filosa-Imbricatea	Marimonadida	Marimonadida_X	Marimonadida_XX	Marimonadida_XX_sp.
251	Eukaryota	Radiolaria	RAD-B	RAD-B_X	RAD-B-Group-IV	RAD-B-Group-IV_X	RAD-B-Group-IV_X_sp.
348	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae	Strombidiidae_X	Strombidiidae_X_sp.
304	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
328	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_X	Mataza-lineage_X_sp.
360	Eukaryota	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	
340	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
322	Eukaryota	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.
351	Eukaryota	Ciliophora	Spirotrichea	Hypotrichia	Holostichidae	Holosticha	Holosticha_diademata
358	Eukaryota	Stramenopiles_X	MAST	MAST-1	MAST-1C	MAST-1C_X	MAST-1C_X_sp.
343	Eukaryota	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Abeoformidae_Group_MAIP_2	Abeoformidae_Group_MAIP_2_X	Abeoformidae_Group_MAIP_2_X_sp.
367	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Filosa-Thecofilosea_XX	Filosa-Thecofilosea_XXX	Filosa-Thecofilosea_XXX_sp.
324	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales_unclassified	Gymnodiniales_unclassified	
299	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-9	Dino-Group-II-Clade-9_X	Dino-Group-II-Clade-9_X_sp.
359	Eukaryota	Alveolata_unclassified	Alveolata_unclassified	Alveolata_unclassified	Alveolata_unclassified	Alveolata_unclassified	
344	Eukaryota	Ciliophora	Oligohymenophorea	Scuticociliatia_1	Philasterida	Philasterida_unclassified	
307	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
330	Eukaryota	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.
315	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-21	Dino-Group-II-Clade-21_X	Dino-Group-II-Clade-21_X_sp.
357	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	
377	Eukaryota	Ciliophora	Oligohymenophorea	Scuticociliatia_1	Philasterida	Mesanophrys	Mesanophrys_carcini
281	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Mantoniella	Mantoniella_squamata
210	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
387	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Achnanthes	Achnanthes_bongranii
346	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	
345	Eukaryota	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	
385	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
213	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
352	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
282	Eukaryota	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	
353	Eukaryota	Stramenopiles_X	MAST	MAST-3	MAST-3E	MAST-3E_X	MAST-3E_X_sp.
370	Eukaryota	Cercozoa	Filosa-Imbricatea	Euglyphida	Paulinellidae	Paulinella	Paulinella_sp.
386	Eukaryota	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.
375	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Raphid-pennate_unclassified	
355	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Naviculales	Naviculales_sp.
362	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
350	Eukaryota	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
349	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
393	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_B	Leegaardiella	Leegaardiella_sp.
361	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
388	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
397	Eukaryota	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	
406	Eukaryota	Lobosa	Tubulinea	Leptomyxida	Flabellulidae	Paraflabellula	
318	Eukaryota	Alveolata_unclassified	Alveolata_unclassified	Alveolata_unclassified	Alveolata_unclassified	Alveolata_unclassified	
326	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
399	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ebriida	TAGIRI1-lineage	TAGIRI1-lineage_X	TAGIRI1-lineage_X_sp.
401	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
383	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_M	Strombidium_M	Strombidium_caudispina
384	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
369	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
371	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
423	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
396	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
365	Eukaryota	Fungi	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes	Malassezia	Malassezia_restricta
419	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Chrysophyceae_Clade-F_unclassified	
341	Eukaryota	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	
428	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
338	Eukaryota	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Alexandrium	
262	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
421	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ebriida	Ebriida_unclassified	Ebriida_unclassified	
364	Eukaryota	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.
402	Eukaryota	Ciliophora	Phyllopharyngea	Phyllopharyngea_unclassified	Phyllopharyngea_unclassified	Phyllopharyngea_unclassified	
368	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
280	Eukaryota	Chlorophyta	Ulvophyceae	Ulvales-relatives	Ulvales-relatives_X	Dilabifilum	Dilabifilum_sp.
444	Eukaryota	Metazoa	Arthropoda	Crustacea	Maxillopoda	Temora	
404	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
433	Eukaryota	Stramenopiles_X	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	
409	Eukaryota	Chlorophyta	Ulvophyceae	Ulvales-relatives	Ulvales-relatives_X	Blidingia	Blidingia_dawsonii
395	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
382	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
446	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
403	Eukaryota	Chlorophyta	Prasino-Clade-V	Pseudoscourfieldiales	Pycnococcaceae	Pycnococcus	Pycnococcus_provasolii
430	Eukaryota	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-1	Telonemia-Group-1_unclassified	
441	Eukaryota	Ciliophora	Oligohymenophorea	Scuticociliatia_1	Philasterida	Philasterida_unclassified	
379	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
398	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
449	Eukaryota	Stramenopiles_X	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	
442	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-14	Dino-Group-II-Clade-14_X	Dino-Group-II-Clade-14_X_sp.
429	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
407	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
416	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-3	Dino-Group-I-Clade-3_X	Dino-Group-I-Clade-3_X_sp.
414	Eukaryota	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Populus	Populus_trichocarpa
420	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
390	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
392	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_unclassified	
366	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
378	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-3	Dino-Group-I-Clade-3_X	Dino-Group-I-Clade-3_X_sp.
373	Eukaryota	Lobosa	Lobosa_X	Himatismenida	Parvamoebidae	Parvamoeba	Parvamoeba_monoura
